Scopus Author Ids,Authors
57209855400,"['Pena, D.', 'Pena, D.', 'Pena, D.', 'Pena, D.', 'Pena, D.']"
57210151112,"['Lopes, F.F.', 'Lopes, F.F.', 'Lopes, F.F.', 'Lopes, F.F.', 'Lopes, F.F.']"
57210792330,"['Fournier, Q.', 'Fournier, Q.', 'Fournier, Q.']"
57210840625,"['Camboim, M.M.', 'Camboim, M.M.']"
57210842815,"['Mesquita, M.D.S.']"
57211263761,"['Silva, N.F.']"
57211266139,"['Câmara, T.V.R.O.', 'Câmara, T.V.R.O.', 'Câmara, T.V.R.O.']"
57211270481,"['Dantas, N.J.B.', 'Dantas, N.J.B.', 'Dantas, N.J.B.']"
57211576667,"['Da Costa, A.L.X.']"
57211848574,"['Barros, T.M.', 'Barros, T.M.', 'Barros, T.M.']"
57211978731,"['De Freitas Nunes, E.A.', 'De Freitas Nunes, E.A.', 'De Freitas Nunes, E.A.']"
57211991683,"['Silva, A.', 'Silva, A.', 'Silva, A.', 'Silva, A.']"
57212746380,"['Vilas Boas, J.M.', 'Vilas Boas, J.M.', 'Vilas Boas, J.M.', 'Vilas Boas, J.M.']"
57213001300,"['Oliveira, J.G.D.', 'Oliveira, J.G.D.', 'Oliveira, J.G.D.', 'Oliveira, J.G.D.', 'Oliveira, J.G.D.', 'Oliveira, J.G.D.', 'Oliveira, J.G.D.', 'Oliveira, J.G.D.', 'Oliveira, J.G.D.', 'Oliveira, J.G.D.', 'Oliveira, J.G.D.', 'Oliveira, J.G.D.']"
57213933794,"['Da Cruz, M.C.S.', 'Da Cruz, M.C.S.']"
57214675881,"['Neto, J.M.C.', 'Neto, J.M.C.', 'Neto, J.M.C.', 'Neto, J.M.C.', 'Neto, J.M.C.']"
57215310489,"['Furtunato, A.F.A.', 'Furtunato, A.F.A.', 'Furtunato, A.F.A.']"
57216084309,"['Dias, L.A.', 'Dias, L.A.', 'Dias, L.A.']"
57216152589,"['Lima Filho, F.S.D.', 'Lima Filho, F.S.D.']"
57216405721,"['Barros, D.M.S.', 'Barros, D.M.S.', 'Barros, D.M.S.', 'Barros, D.M.S.']"
57216582037,"['Flor, D.', 'Flor, D.', 'Flor, D.', 'Flor, D.', 'Flor, D.', 'Flor, D.']"
57217063870,"['Barros, W.K.P.', 'Barros, W.K.P.', 'Barros, W.K.P.', 'Barros, W.K.P.', 'Barros, W.K.P.', 'Barros, W.K.P.']"
57217246368,"['Paiva, S.B.', 'Paiva, S.B.', 'Paiva, S.B.']"
57218877135,"['Costa, R.D.', 'Costa, R.D.', 'Costa, R.D.']"
57219048455,"['Lima, G.F.', 'Lima, G.F.', 'Lima, G.F.', 'Lima, G.F.', 'Lima, G.F.', 'Lima, G.F.']"
57219986794,"['Gassais, R.', 'Gassais, R.']"
57220059007,"['Silva, M.W.B.', 'Silva, M.W.B.', 'Silva, M.W.B.', 'Silva, M.W.B.']"
57220182434,"['Oliveira, F.', 'Oliveira, F.', 'Oliveira, F.', 'Oliveira, F.', 'Oliveira, F.']"
57225673487,"['Santos, R.M.S.', 'Santos, R.M.S.', 'Santos, R.M.S.']"
6506394388,"['Bessa, W.M.', 'Bessa, W.M.', 'Bessa, W.M.', 'Bessa, W.M.', 'Bessa, W.M.', 'Bessa, W.M.', 'Bessa, W.M.', 'Bessa, W.M.', 'Bessa, W.M.', 'Bessa, W.M.', 'Bessa, W.M.', 'Bessa, W.M.', 'Bessa, W.M.']"
6602166183,"['Pyatkin, A.', 'Pyatkin, A.', 'Pyatkin, A.', 'Pyatkin, A.']"
6701742333,"['Fermo, P.', 'Fermo, P.']"
7003469946,"['Mendes, W.R.', 'Mendes, W.R.', 'Mendes, W.R.']"
7202947679,"['Fernandes, M.A.C.', 'Fernandes, M.A.C.', 'Fernandes, M.A.C.', 'Fernandes, M.A.C.', 'Fernandes, M.A.C.', 'Fernandes, M.A.C.', 'Fernandes, M.A.C.', 'Fernandes, M.A.C.']"
9744170000,"['Silva, K.M.', 'Silva, K.M.']"
